Website keep lagging & slow	Aug 9, 2022	2022-08-09	Rated 1 out of 5 stars	Website keep lagging & slow. Please improve. Thank you	62f1f0f7c22ab000128490fd	8
Great	Aug 9, 2022	2022-08-09	Rated 5 out of 5 stars	Great! Thanks for 57% discount. Big savings!	5b19cf954de5666d34a067c6	8
PROMPT SERVICE	Aug 9, 2022	2022-08-09	Rated 5 out of 5 stars	Renewal of car insurance is a breeze	62f1bf93c22ab000128484a5	8
Easy usage	Aug 8, 2022	2022-08-08	Rated 5 out of 5 stars	Easy usage. Super user friendly	62f183c3e8948300132d6e96	8
Portal is well organised	Aug 8, 2022	2022-08-08	Rated 5 out of 5 stars	Portal is well organised, easy to sign up. Wordings were simple, without hard to read legal jargon.	5be868a80ff6fddb53bae542	8
Very smooth experience	Aug 8, 2022	2022-08-08	Rated 5 out of 5 stars	Very smooth user experience, wordings are easy to understand and relatable. Simple online purchase. All at a good price too!	62f11053da9b7e0013e09b76	8
Fire insurance	Aug 8, 2022	2022-08-08	Rated 5 out of 5 stars	Face and direct..	62f107bd0f3d3300128320b7	8
Very easy to read the terms and fast…	Aug 8, 2022	2022-08-08	Rated 5 out of 5 stars	Very easy to read the terms and fast quote with good promotion discount.	5d3ef4256d458f607dc09242	8
This is called efficiency	Aug 8, 2022	2022-08-08	Rated 5 out of 5 stars	Very fast transaction.   Straight forward.	5f7e970479ae6f00136490a8	8
SUCKS I cannot even login to retrieve…	Aug 8, 2022	2022-08-08	Rated 1 out of 5 stars	SUCKS I cannot even login to retrieve my details	62f09ac03a544e0013132d69	8
EASY AND FAST APPLICATION	Aug 8, 2022	2022-08-08	Rated 5 out of 5 stars		5cd569117ff0537908f3fb4d	8
Very convenient!	Aug 8, 2022	2022-08-08	Rated 5 out of 5 stars	Easy, fast and straight forward.	62f081463a544e001313283b	8
Not easy using	Aug 8, 2022	2022-08-08	Rated 3 out of 5 stars	Not easy using. Confusing sometimes	62f0652f922d410013851850	8
Well done gd job.	Aug 8, 2022	2022-08-08	Rated 5 out of 5 stars		62f048e20f3d33001282bbb2	8
easy to use and understand	Aug 7, 2022	2022-08-07	Rated 5 out of 5 stars		62ef84ed0f3d330012824656	8
Only a minor hiccup when my access was…	Aug 7, 2022	2022-08-07	Rated 4 out of 5 stars	Only a minor hiccup when my access was blocked by the system which indicated that my password was applicable. Not sure what the issue was....	5beba796b07b3e31e7d68289	8
Good experience	Aug 7, 2022	2022-08-07	Rated 5 out of 5 stars	Good experience. Very satisfied with the service.Thank you.	62ef5259922d4100138488ec	9
Easy to fill in information	Aug 7, 2022	2022-08-07	Rated 5 out of 5 stars	Easy to fill in information - if you know which site to go in. Better to give more step by step instructions to enable user even easier access.	5b762fd24de5666d347b89d5	9
My favorite insurer	Aug 6, 2022	2022-08-06	Rated 5 out of 5 stars	Smooth process, always getting my insurance from FWD	51dfaf6e00006400014380c8	9
FWD, our trusted insurance	Aug 6, 2022	2022-08-06	Rated 5 out of 5 stars	We had our travel insurance, car insurance and home insurance under FWD. For years. FWD never fail to deliver.	5d05d9ace3812366f0356d61	9
Fire Insurance HDB	Aug 6, 2022	2022-08-06	Rated 5 out of 5 stars	affordable price and no extra straight to what i want	62edf20a853c0b001359c421	9
Fast and easy to use.	Aug 6, 2022	2022-08-06	Rated 5 out of 5 stars		62edd9be922d41001383d91d	9
fast and easy to apple for Fire…	Aug 6, 2022	2022-08-06	Rated 5 out of 5 stars	fast and easy to apple for Fire insurance .	5eea1134bac47d5024aaf083	9
Easy to understand	Aug 5, 2022	2022-08-05	Rated 5 out of 5 stars		62ed58ec5aee380013b0d03e	9
Good experience navigating the website	Aug 5, 2022	2022-08-05	Rated 5 out of 5 stars	Good experience navigating the website, clear instructions and simple to purchase.	62ed216d2eac800013d15fbb	9
Super smooth experience and got all the…	Aug 5, 2022	2022-08-05	Rated 5 out of 5 stars	Super smooth experience and got all the info I need. LOVE the UI!!!	62ecee29d1467400120e542f	9
Applaud for Venus	Aug 5, 2022	2022-08-05	Rated 5 out of 5 stars	I received a call from FWD customer service agent namely Venus informing me that i have won a grab voucher. She explained to me everything clearly and she uses proper tone of voice. Keep it up!	62d9420705728800127232c3	9
Review of Renewal	Aug 4, 2022	2022-08-04	Rated 5 out of 5 stars	Quick and easy process.	61ea4e11d4e49700125273ae	9
simple and easy	Aug 4, 2022	2022-08-04	Rated 5 out of 5 stars	Renewing Home fire insurance and adding on home insurance is easy peasy and completed within 5 minutes.	62eb400f8ee6840012d24dbe	9
I called in 63222072 to check on…	Aug 4, 2022	2022-08-04	Rated 5 out of 5 stars	I called in 63222072 to check on applying and making payment for my home's fire insurance, and was directed to the general hotline 6820 8888, which a customer service officer promptly picked up my call and guided me to the website. I had purchased my home's fire insurance within 5 mins from ending the call. Very pleased with the concise instructions and the very informed staff.	62eb2cfb8ee6840012d248dc	9
Purchase Travel insurance on Evening Aug 03	Updated Aug 4, 2022	2022-08-04	Rated 4 out of 5 stars	"Evening Aug 03, 2022: Tried to purchase the travel insurance online. 3 times unsuccessful. Although credit card showed payment approved, No confirmation from FWD. Called helpline, was told payment not successful need to wait. No resolution.Then tried to update my profile. Wanted to add home address. Unsuccessful. Website seems to have hung.Morning Aug 04, 2022: Logon again to purchase travel insurance but when trying to retrieve ""existing"" personal particulars/information, got hung at the ID and password process despite entering correctly.Personal particulars input manually. Purchase was successfully concluded.Suggest a review of your website ease of use and response process.Thank youSorry, I forgot to mention the helpline response on Aug 03 was quite pleasant. They sounded helpful and I do not fault them for my experience."	62eb1c3bd1467400120d4ad1	9
Long winded steps	Aug 4, 2022	2022-08-04	Rated 1 out of 5 stars		62eaffeee011670013898823	9
Simple and easy to buy travel insurance	Aug 3, 2022	2022-08-03	Rated 5 out of 5 stars	Simple, Clear instructions and Easy processing system to buy travel insurance.Will use it again in future to buy travel insurance in my next overseas trip.	62ea710e912e86001562b907	9
great support and great website	Aug 3, 2022	2022-08-03	Rated 5 out of 5 stars		6288e968eefb8300124ec1d5	9
Super web experience	Aug 3, 2022	2022-08-03	Rated 5 out of 5 stars	Super web experience. Easy to get to what I wanted.	62e9e5c021fd5e0013593b91	9
The instructions were very clear and…	Aug 3, 2022	2022-08-03	Rated 5 out of 5 stars	The instructions were very clear and policy coverages were clearly shown. Impressed.	62e9dfebcd2d2200121fd3a7	9
smooth	Aug 2, 2022	2022-08-02	Rated 5 out of 5 stars	smooth experience	5a39ffdf0000ff000af3d3f9	10
Very intuitive website	Aug 2, 2022	2022-08-02	Rated 5 out of 5 stars		62e90c80e011670013883eab	10
Got cheated	Aug 2, 2022	2022-08-02	Rated 1 out of 5 stars	Sent me a voucher for 30% - in the end the voucher cannot be used. So disappointing.	62e8ed2fcd2d2200121f2fab	10
JD is the best phone operator,thank you…	Aug 2, 2022	2022-08-02	Rated 5 out of 5 stars	JD is the best phone operator,thank you for explaining everything in details and reassuring me professionally and very polite.I feel at ease renewing my insurance for my helper.	62e8bab2b6dce90012c7e587	10
Simple to apply	Aug 2, 2022	2022-08-02	Rated 5 out of 5 stars	Simple to apply. Fast.	5c6261c45840d6746cc6fa58	10
The web flow is clear	Aug 2, 2022	2022-08-02	Rated 4 out of 5 stars	The web flow is clear, concise and easy to follow.	62e8a86bb6b8ff00124da55c	10
Clear cut instructions and details…	Aug 2, 2022	2022-08-02	Rated 5 out of 5 stars	Clear cut instructions and details about purchasing/renewing one's insurance policy for the home. Thanks.	62e88235505b5300131f33c1	10
Single Trip Travel Insurance	Aug 1, 2022	2022-08-01	Rated 4 out of 5 stars	I bough a single trip travel plan.  It was painless, easy to understand and quick .. very affordable with extra covid cover!! Highly recommended.	62e7be11b6b8ff00124d106d	10
Had problems wth payment but customer…	Aug 1, 2022	2022-08-01	Rated 4 out of 5 stars	Had problems wth payment but customer service was quick to revert. Thks	62e7b5c3b6dce90012c74379	10
Transaction cannot go thru unless i…	Aug 1, 2022	2022-08-01	Rated 1 out of 5 stars	Transaction cannot go thru unless i click accept promotion permission via email, phone and sms.	62e7b37db6b8ff00124d065c	10
Helpful CRM	Aug 1, 2022	2022-08-01	Rated 5 out of 5 stars	A helpful CRM Koki helped me to solve my new maid policy problems	62e7a53e6bec190011759f32	10
Easy and straight forward instructions…	Aug 1, 2022	2022-08-01	Rated 5 out of 5 stars	Easy and straight forward instructions to applying.	62e79b466bec1900117595dc	10
after payment	Aug 1, 2022	2022-08-01	Rated 1 out of 5 stars	after payment, it says something went wrong.	62e73bec5c89010013662cd4	10
First try to purchase maid insurance.	Jul 31, 2022	2022-07-31	Rated 5 out of 5 stars		62e6479d0b24b600122036b9	10
VERY FRIENDLY AND EASY TO USE WEBPAGE	Jul 31, 2022	2022-07-31	Rated 5 out of 5 stars	VERY FRIENDLY AND EASY TO USE WEBPAGE. THUMBS UP!	62e5f9775c89010013658d07	10
Purchase insurance from FWD	Jul 30, 2022	2022-07-30	Rated 4 out of 5 stars	Good experience in using FWD Portal to purchase Insurance.   It is simple, clear and easy to use.	62e541ac32207800169db693	10
Easy to understand and easy transaction	Jul 30, 2022	2022-07-30	Rated 5 out of 5 stars		62e536a3abcef300125712ab	10
Super easy not fussy	Jul 30, 2022	2022-07-30	Rated 5 out of 5 stars	Super easy not fussy. Well done!	62e50f305c89010013650ace	10
Good value	Jul 30, 2022	2022-07-30	Rated 3 out of 5 stars	Good value. App is good too	62e4c777abcef3001256d1ef	10
Payment page was down for a long period…	Jul 30, 2022	2022-07-30	Rated 1 out of 5 stars	Payment page was down for a long period of time yesterday. very inconvenient.	5dabdc1de51899327e8683d8	10
Simple and fast	Jul 29, 2022	2022-07-29	Rated 5 out of 5 stars		62e42fa832207800169d31ba	11
Fuss free transaction!	Jul 29, 2022	2022-07-29	Rated 5 out of 5 stars		62e3862d248fbe0013fe1c8f	11
Great!	Jul 28, 2022	2022-07-28	Rated 4 out of 5 stars	Great experience.	6100c9fbf54aad0012df21bd	11
Easy to understand.	Jul 28, 2022	2022-07-28	Rated 5 out of 5 stars		62e255a3d1516f0013baf323	11
seamless	Jul 28, 2022	2022-07-28	Rated 5 out of 5 stars	seamless, easy to understand and make quick purchase	62e1e4b7cb923700121c6f9b	11
Efficiency	Jul 28, 2022	2022-07-28	Rated 5 out of 5 stars	A very smooth sailing process on the whole.	62e1d574cb923700121c6a0f	11
Easy to use would recommend to others…	Jul 27, 2022	2022-07-27	Rated 5 out of 5 stars	Easy to use would recommend to others and cost effective too	62e0b9ceec104000127e2915	11
Many attempts to one simple purchase	Jul 26, 2022	2022-07-26	Rated 1 out of 5 stars	Many attempts to one simple purchase. Fwd needs to work harder.	5d5b9a39c50640fff5a48f99	11
Great customer service	Jul 26, 2022	2022-07-26	Rated 5 out of 5 stars	Great customer serviceWas having issue with my car insurance that does not overlap. The customer officer Nurul Aisyah was patient and find various way to help resolve the issue.	62dfdad72830990013472c70	11
Flow was direct and easy to follow.	Jul 26, 2022	2022-07-26	Rated 5 out of 5 stars		62df7c334f233e00123571d7	11
No receipts provided and the check out…	Jul 26, 2022	2022-07-26	Rated 3 out of 5 stars	No receipts provided and the check out is very slow	62df6b41283099001346e148	11
Not very user friendly	Jul 26, 2022	2022-07-26	Rated 3 out of 5 stars		62df58574f233e0012356898	11
fuss free and easy	Jul 26, 2022	2022-07-26	Rated 5 out of 5 stars		62df48a0327477001437e561	11
After payment is made website hang.	Jul 25, 2022	2022-07-25	Rated 1 out of 5 stars	After payment is made, the website hang. not sure if payment is successful. First time dealing with FWD and certainly very bad experience.	62ddf5eabb5f9e001532bcf5	11
I waited very long to pay online and…	Jul 25, 2022	2022-07-25	Rated 1 out of 5 stars	I waited very long to pay online and after 10 min it was still processingI have keyed in my Visa card number with OTP	62dde9c55f8ab200145b8fa7	11
Very expensive rates	Jul 24, 2022	2022-07-24	Rated 1 out of 5 stars	Very expensive rates. Payment very slow and email of policy even slower.	62dd6295d707c0001215a9a6	11
No comments	Jul 24, 2022	2022-07-24	Rated 4 out of 5 stars	No comments. I said no comments.	62dd49603b90ea0012b9a13d	11
I believed your online payment system…	Jul 24, 2022	2022-07-24	Rated 2 out of 5 stars	I believed your online payment system might just be a bit unstable. Took quite a number of time just to process a small bill amount and approved it.	62dd24ee3b90ea0012b98ade	11
Quick and Easy	Jul 24, 2022	2022-07-24	Rated 5 out of 5 stars		62dc9fdabb5f9e0015321b70	11
Fast and reliable	Jul 22, 2022	2022-07-22	Rated 5 out of 5 stars	Easy transaction by apps.	5d5633456a6b1773c71f7759	11
Very good service	Jul 22, 2022	2022-07-22	Rated 5 out of 5 stars		609ce416f5b106001a5be9fa	12
EASY TO GET TRAVEL INSURANCE QUOTE WITH…	Jul 22, 2022	2022-07-22	Rated 4 out of 5 stars	EASY TO GET TRAVEL INSURANCE QUOTE WITH TRAVEL20 CODE DISCOUNT AND EASY TO PURCHASE AFTER SELECTING REQUIRED PLAN	62da1030b35b290016b48cf6	12
Keep trying to buy on mobile app,but…	Jul 22, 2022	2022-07-22	Rated 4 out of 5 stars	Keep trying to buy on mobile app,but was not able to do it. Had to go to website to do it. Please check if app has problem. Thank you, Glad that there was an alternative way to get it done before I forget about buying Ins.	5b9487064de5666d34d66b10	12
easy and fast to use	Jul 21, 2022	2022-07-21	Rated 5 out of 5 stars		62d97ba73b90ea0012b796f5	12
